Fecha_Hora,Demanda_kW,Factor_Potencia
2024-03-12 16:15:00,42.16,0.872
2024-03-12 16:30:00,41.1,0.938
2024-03-12 16:45:00,41.52,0.885
2024-03-12 17:00:00,41.69,0.852
2024-03-12 17:15:00,40.12,0.948
2024-03-12 17:30:00,38.96,0.936
2024-03-12 17:45:00,42.57,0.912
2024-03-12 18:00:00,36.58,0.752
2024-03-12 18:15:00,35.89,0.784
2024-03-12 18:30:00,35.75,0.818
2024-03-12 18:45:00,36.93,0.844
2024-03-12 19:00:00,29.93,0.856
2024-03-12 19:15:00,31.53,0.868
2024-03-12 19:30:00,30.47,0.833
2024-03-12 19:45:00,30.66,0.848
2024-03-12 20:00:00,30.52,0.872
2024-03-12 20:15:00,30.18,0.858
2024-03-12 20:30:00,31.23,0.893
2024-03-12 20:45:00,29.93,0.881
2024-03-12 21:00:00,32.25,0.775
2024-03-12 21:15:00,31.46,0.892
2024-03-12 21:30:00,31.86,0.781
2024-03-12 21:45:00,31.08,0.899
2024-03-12 22:00:00,31.23,0.855
2024-03-12 22:15:00,31.91,0.844
2024-03-12 22:30:00,30.59,0.799
2024-03-12 22:45:00,31.42,0.77
2024-03-12 23:00:00,31.0,0.769
2024-03-12 23:15:00,31.04,0.88
2024-03-12 23:30:00,29.94,0.815
2024-03-12 23:45:00,33.31,0.834
2024-03-13 00:00:00,31.43,0.89
2024-03-13 00:15:00,33.29,0.788
2024-03-13 00:30:00,33.26,0.865
2024-03-13 00:45:00,31.05,0.821
2024-03-13 01:00:00,31.31,0.782
2024-03-13 01:15:00,34.92,0.878
2024-03-13 01:30:00,34.2,0.852
2024-03-13 01:45:00,32.52,0.764
2024-03-13 02:00:00,32.87,0.831
2024-03-13 02:15:00,32.05,0.878
2024-03-13 02:30:00,33.15,0.76
2024-03-13 02:45:00,32.07,0.812
2024-03-13 03:00:00,30.83,0.871
2024-03-13 03:15:00,31.57,0.879
2024-03-13 03:30:00,32.94,0.866
2024-03-13 03:45:00,31.84,0.796
2024-03-13 04:00:00,32.93,0.826
2024-03-13 04:15:00,31.96,0.861
2024-03-13 04:30:00,32.28,0.773
2024-03-13 04:45:00,33.93,0.839
2024-03-13 05:00:00,33.34,0.858
2024-03-13 05:15:00,33.1,0.877
2024-03-13 05:30:00,34.0,0.767
2024-03-13 05:45:00,33.61,0.799
2024-03-13 06:00:00,34.57,0.831
2024-03-13 06:15:00,32.68,0.855
2024-03-13 06:30:00,32.7,0.86
2024-03-13 06:45:00,31.82,0.788
2024-03-13 07:00:00,33.73,0.752
2024-03-13 07:15:00,36.77,0.854
2024-03-13 07:30:00,38.75,0.886
2024-03-13 07:45:00,39.97,0.87
2024-03-13 08:00:00,38.24,0.912
2024-03-13 08:15:00,42.14,0.948
2024-03-13 08:30:00,38.94,0.893
2024-03-13 08:45:00,42.69,0.903
2024-03-13 09:00:00,41.42,0.851
2024-03-13 09:15:00,43.03,0.945
2024-03-13 09:30:00,40.64,0.908
2024-03-13 09:45:00,43.94,0.889
2024-03-13 10:00:00,40.62,0.854
2024-03-13 10:15:00,41.6,0.886
2024-03-13 10:30:00,41.07,0.85
2024-03-13 10:45:00,39.92,0.882
2024-03-13 11:00:00,42.0,0.945
2024-03-13 11:15:00,43.82,0.865
2024-03-13 11:30:00,44.5,0.905
2024-03-13 11:45:00,40.94,0.869
2024-03-13 12:00:00,39.62,0.928
2024-03-13 12:15:00,38.6,0.906
2024-03-13 12:30:00,38.91,0.87
2024-03-13 12:45:00,37.94,0.937
2024-03-13 13:00:00,40.23,0.928
2024-03-13 13:15:00,41.04,0.945
2024-03-13 13:30:00,40.06,0.85
2024-03-13 13:45:00,41.03,0.896
2024-03-13 14:00:00,41.39,0.95
2024-03-13 14:15:00,42.8,0.931
2024-03-13 14:30:00,40.67,0.933
2024-03-13 14:45:00,42.15,0.912
2024-03-13 15:00:00,44.8,0.921
2024-03-13 15:15:00,43.94,0.931
2024-03-13 15:30:00,44.21,0.859
2024-03-13 15:45:00,42.49,0.919
2024-03-13 16:00:00,42.78,0.932
2024-03-13 16:15:00,43.49,0.854
2024-03-13 16:30:00,43.98,0.88
2024-03-13 16:45:00,39.32,0.882
2024-03-13 17:00:00,39.83,0.935
2024-03-13 17:15:00,42.74,0.928
2024-03-13 17:30:00,40.43,0.916
2024-03-13 17:45:00,39.57,0.93
2024-03-13 18:00:00,35.89,0.818
2024-03-13 18:15:00,35.39,0.881
2024-03-13 18:30:00,33.23,0.785
2024-03-13 18:45:00,35.49,0.856
2024-03-13 19:00:00,31.07,0.786
2024-03-13 19:15:00,31.06,0.756
2024-03-13 19:30:00,31.68,0.793
2024-03-13 19:45:00,32.06,0.824
2024-03-13 20:00:00,32.08,0.877
2024-03-13 20:15:00,32.24,0.826
2024-03-13 20:30:00,30.68,0.777
2024-03-13 20:45:00,31.03,0.899
2024-03-13 21:00:00,32.08,0.791
2024-03-13 21:15:00,30.91,0.898
2024-03-13 21:30:00,31.46,0.89
2024-03-13 21:45:00,31.89,0.831
2024-03-13 22:00:00,32.32,0.764
2024-03-13 22:15:00,29.95,0.854
2024-03-13 22:30:00,32.38,0.877
2024-03-13 22:45:00,31.54,0.817
2024-03-13 23:00:00,32.5,0.786
2024-03-13 23:15:00,32.64,0.87
2024-03-13 23:30:00,33.5,0.832
2024-03-13 23:45:00,33.33,0.78
2024-03-14 00:00:00,33.39,0.892
2024-03-14 00:15:00,33.56,0.892
2024-03-14 00:30:00,32.51,0.805
2024-03-14 00:45:00,32.33,0.76
2024-03-14 01:00:00,33.21,0.845
2024-03-14 01:15:00,33.14,0.798
2024-03-14 01:30:00,32.19,0.76
2024-03-14 01:45:00,32.95,0.884
2024-03-14 02:00:00,32.58,0.9
2024-03-14 02:15:00,31.84,0.803
2024-03-14 02:30:00,33.99,0.862
2024-03-14 02:45:00,32.83,0.76
2024-03-14 03:00:00,34.85,0.805
2024-03-14 03:15:00,31.27,0.766
2024-03-14 03:30:00,32.37,0.758
2024-03-14 03:45:00,32.99,0.838
2024-03-14 04:00:00,34.12,0.87
2024-03-14 04:15:00,33.42,0.818
2024-03-14 04:30:00,33.36,0.829
2024-03-14 04:45:00,31.96,0.791
2024-03-14 05:00:00,31.95,0.86
2024-03-14 05:15:00,33.43,0.804
2024-03-14 05:30:00,31.77,0.76
2024-03-14 05:45:00,32.6,0.775
2024-03-14 06:00:00,33.63,0.769
2024-03-14 06:15:00,32.16,0.815
2024-03-14 06:30:00,34.72,0.76
2024-03-14 06:45:00,34.33,0.871
2024-03-14 07:00:00,32.56,0.886
2024-03-14 07:15:00,34.73,0.787
2024-03-14 07:30:00,34.74,0.823
2024-03-14 07:45:00,37.94,0.828
2024-03-14 08:00:00,41.34,0.949
2024-03-14 08:15:00,40.31,0.857
2024-03-14 08:30:00,41.78,0.917
2024-03-14 08:45:00,39.67,0.885
2024-03-14 09:00:00,42.89,0.9
2024-03-14 09:15:00,41.44,0.872
2024-03-14 09:30:00,42.35,0.866
2024-03-14 09:45:00,42.33,0.874
2024-03-14 10:00:00,40.87,0.857
2024-03-14 10:15:00,40.98,0.878
2024-03-14 10:30:00,43.56,0.919
2024-03-14 10:45:00,42.65,0.915
2024-03-14 11:00:00,43.2,0.905
2024-03-14 11:15:00,41.97,0.85
2024-03-14 11:30:00,41.38,0.863
2024-03-14 11:45:00,38.7,0.934
2024-03-14 12:00:00,38.02,0.877
2024-03-14 12:15:00,38.3,0.941
2024-03-14 12:30:00,40.58,0.937
2024-03-14 12:45:00,39.12,0.865
2024-03-14 13:00:00,41.84,0.94
2024-03-14 13:15:00,41.11,0.913
2024-03-14 13:30:00,39.9,0.913
2024-03-14 13:45:00,41.27,0.935
2024-03-14 14:00:00,41.76,0.891
2024-03-14 14:15:00,40.58,0.924
2024-03-14 14:30:00,41.53,0.917
2024-03-14 14:45:00,41.96,0.927
2024-03-14 15:00:00,44.41,0.916
2024-03-14 15:15:00,39.81,0.858
2024-03-14 15:30:00,44.03,0.879
2024-03-14 15:45:00,41.27,0.944
2024-03-14 16:00:00,40.63,0.872
2024-03-14 16:15:00,43.71,0.897
2024-03-14 16:30:00,42.94,0.886
2024-03-14 16:45:00,43.33,0.859
2024-03-14 17:00:00,42.46,0.868
2024-03-14 17:15:00,43.67,0.879
2024-03-14 17:30:00,41.45,0.896
2024-03-14 17:45:00,40.2,0.937
2024-03-14 18:00:00,37.68,0.827
2024-03-14 18:15:00,37.34,0.848
2024-03-14 18:30:00,33.88,0.814
2024-03-14 18:45:00,32.74,0.881
2024-03-14 19:00:00,30.8,0.849
2024-03-14 19:15:00,29.15,0.764
2024-03-14 19:30:00,31.26,0.822
2024-03-14 19:45:00,29.4,0.874
2024-03-14 20:00:00,31.24,0.86
2024-03-14 20:15:00,32.04,0.886
2024-03-14 20:30:00,30.82,0.784
2024-03-14 20:45:00,32.89,0.897
2024-03-14 21:00:00,29.99,0.793
2024-03-14 21:15:00,32.53,0.758
2024-03-14 21:30:00,32.1,0.824
2024-03-14 21:45:00,29.89,0.767
2024-03-14 22:00:00,34.14,0.852
2024-03-14 22:15:00,31.57,0.885
2024-03-14 22:30:00,30.86,0.888
2024-03-14 22:45:00,30.42,0.841
2024-03-14 23:00:00,31.62,0.83
2024-03-14 23:15:00,31.77,0.899
2024-03-14 23:30:00,32.06,0.837
2024-03-14 23:45:00,31.74,0.889
2024-03-15 00:00:00,32.7,0.887
2024-03-15 00:15:00,31.79,0.793
2024-03-15 00:30:00,30.36,0.752
2024-03-15 00:45:00,32.15,0.816
2024-03-15 01:00:00,30.07,0.879
2024-03-15 01:15:00,32.77,0.875
2024-03-15 01:30:00,31.54,0.841
2024-03-15 01:45:00,32.71,0.773
2024-03-15 02:00:00,33.9,0.766
2024-03-15 02:15:00,31.74,0.893
2024-03-15 02:30:00,33.77,0.813
2024-03-15 02:45:00,32.35,0.847
2024-03-15 03:00:00,34.56,0.886
2024-03-15 03:15:00,32.52,0.88
2024-03-15 03:30:00,32.09,0.835
2024-03-15 03:45:00,33.64,0.823
2024-03-15 04:00:00,32.56,0.86
2024-03-15 04:15:00,32.19,0.802
2024-03-15 04:30:00,32.58,0.844
2024-03-15 04:45:00,33.03,0.753
2024-03-15 05:00:00,34.43,0.874
2024-03-15 05:15:00,31.19,0.9
2024-03-15 05:30:00,33.15,0.893
2024-03-15 05:45:00,33.75,0.804
2024-03-15 06:00:00,33.33,0.83
2024-03-15 06:15:00,34.43,0.785
2024-03-15 06:30:00,33.05,0.795
2024-03-15 06:45:00,32.93,0.819
2024-03-15 07:00:00,34.78,0.862
2024-03-15 07:15:00,35.84,0.753
2024-03-15 07:30:00,36.86,0.809
2024-03-15 07:45:00,39.45,0.833
2024-03-15 08:00:00,39.62,0.872
2024-03-15 08:15:00,40.07,0.858
2024-03-15 08:30:00,40.56,0.904
2024-03-15 08:45:00,43.25,0.914
2024-03-15 09:00:00,37.84,0.914
2024-03-15 09:15:00,42.64,0.886
2024-03-15 09:30:00,42.38,0.874
2024-03-15 09:45:00,40.31,0.872
2024-03-15 10:00:00,42.89,0.854
2024-03-15 10:15:00,43.06,0.868
2024-03-15 10:30:00,43.08,0.932
2024-03-15 10:45:00,38.79,0.85
2024-03-15 11:00:00,43.6,0.854
2024-03-15 11:15:00,40.65,0.863
2024-03-15 11:30:00,42.06,0.892
2024-03-15 11:45:00,41.73,0.883
2024-03-15 12:00:00,37.32,0.868
2024-03-15 12:15:00,39.09,0.861
2024-03-15 12:30:00,37.89,0.944
2024-03-15 12:45:00,35.95,0.941
2024-03-15 13:00:00,41.4,0.927
2024-03-15 13:15:00,39.45,0.875
2024-03-15 13:30:00,39.72,0.882
2024-03-15 13:45:00,40.63,0.917
2024-03-15 14:00:00,41.8,0.879
2024-03-15 14:15:00,41.69,0.903
2024-03-15 14:30:00,42.71,0.915
2024-03-15 14:45:00,40.52,0.902
2024-03-15 15:00:00,41.43,0.891
2024-03-15 15:15:00,42.31,0.885
2024-03-15 15:30:00,44.91,0.928
2024-03-15 15:45:00,42.32,0.924
2024-03-15 16:00:00,43.75,0.92
2024-03-15 16:15:00,42.27,0.887
2024-03-15 16:30:00,41.41,0.928
2024-03-15 16:45:00,41.45,0.946
2024-03-15 17:00:00,41.25,0.919
2024-03-15 17:15:00,41.87,0.891
2024-03-15 17:30:00,42.45,0.93
2024-03-15 17:45:00,40.82,0.911
2024-03-15 18:00:00,38.62,0.882
2024-03-15 18:15:00,34.95,0.857
2024-03-15 18:30:00,34.26,0.865
2024-03-15 18:45:00,32.67,0.85
2024-03-15 19:00:00,31.38,0.764
2024-03-15 19:15:00,30.78,0.823
2024-03-15 19:30:00,31.82,0.758
2024-03-15 19:45:00,30.29,0.817
2024-03-15 20:00:00,31.23,0.857
2024-03-15 20:15:00,31.87,0.813
2024-03-15 20:30:00,29.33,0.75
2024-03-15 20:45:00,33.31,0.805
2024-03-15 21:00:00,31.09,0.76
2024-03-15 21:15:00,29.5,0.867
2024-03-15 21:30:00,31.61,0.868
2024-03-15 21:45:00,31.55,0.871
2024-03-15 22:00:00,31.5,0.755
2024-03-15 22:15:00,32.58,0.755
2024-03-15 22:30:00,32.41,0.886
2024-03-15 22:45:00,32.04,0.769
2024-03-15 23:00:00,32.26,0.851
2024-03-15 23:15:00,31.79,0.869
2024-03-15 23:30:00,33.66,0.817
2024-03-15 23:45:00,30.61,0.832
2024-03-16 00:00:00,31.81,0.784
2024-03-16 00:15:00,31.8,0.889
2024-03-16 00:30:00,32.56,0.795
2024-03-16 00:45:00,31.03,0.783
2024-03-16 01:00:00,30.23,0.829
2024-03-16 01:15:00,32.1,0.779
2024-03-16 01:30:00,32.27,0.853
2024-03-16 01:45:00,33.48,0.827
2024-03-16 02:00:00,30.87,0.772
2024-03-16 02:15:00,33.25,0.76
2024-03-16 02:30:00,34.47,0.771
2024-03-16 02:45:00,31.86,0.77
2024-03-16 03:00:00,31.02,0.797
2024-03-16 03:15:00,31.91,0.875
2024-03-16 03:30:00,32.35,0.759
2024-03-16 03:45:00,32.92,0.769
2024-03-16 04:00:00,31.82,0.795
2024-03-16 04:15:00,33.94,0.833
2024-03-16 04:30:00,31.36,0.864
2024-03-16 04:45:00,30.77,0.888
2024-03-16 05:00:00,33.56,0.812
2024-03-16 05:15:00,30.28,0.766
2024-03-16 05:30:00,32.3,0.782
2024-03-16 05:45:00,35.55,0.793
2024-03-16 06:00:00,32.5,0.868
2024-03-16 06:15:00,31.42,0.853
2024-03-16 06:30:00,32.45,0.781
2024-03-16 06:45:00,32.45,0.876
2024-03-16 07:00:00,32.64,0.879
2024-03-16 07:15:00,33.11,0.882
2024-03-16 07:30:00,31.44,0.791
2024-03-16 07:45:00,34.07,0.77
2024-03-16 08:00:00,32.75,0.766
2024-03-16 08:15:00,33.39,0.81
2024-03-16 08:30:00,32.21,0.814
2024-03-16 08:45:00,34.26,0.88
2024-03-16 09:00:00,32.88,0.79
2024-03-16 09:15:00,33.55,0.844
2024-03-16 09:30:00,32.46,0.868
2024-03-16 09:45:00,32.5,0.79
2024-03-16 10:00:00,34.28,0.79
2024-03-16 10:15:00,33.22,0.85
2024-03-16 10:30:00,32.85,0.859
2024-03-16 10:45:00,33.1,0.894
2024-03-16 11:00:00,34.47,0.877
2024-03-16 11:15:00,33.11,0.873
2024-03-16 11:30:00,33.6,0.854
2024-03-16 11:45:00,33.68,0.768
2024-03-16 12:00:00,31.66,0.871
2024-03-16 12:15:00,32.02,0.89
2024-03-16 12:30:00,33.73,0.809
2024-03-16 12:45:00,32.53,0.797
2024-03-16 13:00:00,34.18,0.828
2024-03-16 13:15:00,33.94,0.893
2024-03-16 13:30:00,33.54,0.758
2024-03-16 13:45:00,34.46,0.856
2024-03-16 14:00:00,31.18,0.872
2024-03-16 14:15:00,31.82,0.868
2024-03-16 14:30:00,30.63,0.835
2024-03-16 14:45:00,33.42,0.888
2024-03-16 15:00:00,32.94,0.77
2024-03-16 15:15:00,31.06,0.787
2024-03-16 15:30:00,31.38,0.796
2024-03-16 15:45:00,32.25,0.751
2024-03-16 16:00:00,30.82,0.806
2024-03-16 16:15:00,30.32,0.774
2024-03-16 16:30:00,31.72,0.859
2024-03-16 16:45:00,30.96,0.812
2024-03-16 17:00:00,31.04,0.856
2024-03-16 17:15:00,30.09,0.794
2024-03-16 17:30:00,29.26,0.77
2024-03-16 17:45:00,31.07,0.77
2024-03-16 18:00:00,31.68,0.78
2024-03-16 18:15:00,30.64,0.767
2024-03-16 18:30:00,32.18,0.783
2024-03-16 18:45:00,30.21,0.837
2024-03-16 19:00:00,29.9,0.788
2024-03-16 19:15:00,30.83,0.801
2024-03-16 19:30:00,30.83,0.758
2024-03-16 19:45:00,31.65,0.884
2024-03-16 20:00:00,30.24,0.771
2024-03-16 20:15:00,32.26,0.802
2024-03-16 20:30:00,32.85,0.807
2024-03-16 20:45:00,31.02,0.866
2024-03-16 21:00:00,32.26,0.823
2024-03-16 21:15:00,30.14,0.807
2024-03-16 21:30:00,32.18,0.854
2024-03-16 21:45:00,32.2,0.84
2024-03-16 22:00:00,32.07,0.762
2024-03-16 22:15:00,31.3,0.797
2024-03-16 22:30:00,28.58,0.897
2024-03-16 22:45:00,30.81,0.823
2024-03-16 23:00:00,30.87,0.814
2024-03-16 23:15:00,30.59,0.772
2024-03-16 23:30:00,31.69,0.876
2024-03-16 23:45:00,31.23,0.77
2024-03-17 00:00:00,30.9,0.766
2024-03-17 00:15:00,30.73,0.816
2024-03-17 00:30:00,31.11,0.815
2024-03-17 00:45:00,32.91,0.897
2024-03-17 01:00:00,31.26,0.769
2024-03-17 01:15:00,31.45,0.823
2024-03-17 01:30:00,31.56,0.78
2024-03-17 01:45:00,32.37,0.855
2024-03-17 02:00:00,32.53,0.809
2024-03-17 02:15:00,29.21,0.847
2024-03-17 02:30:00,33.17,0.801
2024-03-17 02:45:00,33.62,0.835
2024-03-17 03:00:00,31.25,0.82
2024-03-17 03:15:00,31.36,0.806
2024-03-17 03:30:00,31.9,0.831
2024-03-17 03:45:00,31.64,0.808
2024-03-17 04:00:00,32.62,0.871
2024-03-17 04:15:00,30.53,0.824
2024-03-17 04:30:00,31.36,0.885
2024-03-17 04:45:00,33.97,0.783
2024-03-17 05:00:00,31.58,0.767
2024-03-17 05:15:00,33.71,0.807
2024-03-17 05:30:00,32.85,0.778
2024-03-17 05:45:00,30.74,0.809
2024-03-17 06:00:00,33.13,0.781
2024-03-17 06:15:00,32.39,0.88
2024-03-17 06:30:00,32.06,0.835
2024-03-17 06:45:00,32.73,0.825
2024-03-17 07:00:00,32.94,0.868
2024-03-17 07:15:00,33.16,0.77
2024-03-17 07:30:00,33.59,0.879
2024-03-17 07:45:00,32.82,0.822
2024-03-17 08:00:00,31.17,0.77
2024-03-17 08:15:00,32.21,0.873
2024-03-17 08:30:00,35.73,0.819
2024-03-17 08:45:00,33.7,0.841
2024-03-17 09:00:00,35.49,0.884
2024-03-17 09:15:00,34.66,0.884
2024-03-17 09:30:00,33.63,0.884
2024-03-17 09:45:00,33.8,0.813
2024-03-17 10:00:00,33.55,0.862
2024-03-17 10:15:00,31.91,0.785
2024-03-17 10:30:00,33.73,0.875
2024-03-17 10:45:00,34.97,0.801
2024-03-17 11:00:00,33.15,0.82
2024-03-17 11:15:00,34.16,0.884
2024-03-17 11:30:00,34.58,0.871
2024-03-17 11:45:00,32.74,0.893
2024-03-17 12:00:00,33.14,0.805
2024-03-17 12:15:00,32.48,0.773
2024-03-17 12:30:00,32.57,0.887
2024-03-17 12:45:00,31.98,0.824
2024-03-17 13:00:00,32.24,0.883
2024-03-17 13:15:00,34.39,0.86
2024-03-17 13:30:00,31.93,0.881
2024-03-17 13:45:00,32.8,0.848
2024-03-17 14:00:00,30.79,0.872
2024-03-17 14:15:00,32.32,0.768
2024-03-17 14:30:00,32.4,0.895
2024-03-17 14:45:00,31.94,0.777
2024-03-17 15:00:00,31.38,0.754
2024-03-17 15:15:00,30.84,0.83
2024-03-17 15:30:00,29.91,0.857
2024-03-17 15:45:00,32.79,0.857
2024-03-17 16:00:00,30.25,0.801
2024-03-17 16:15:00,31.55,0.863
2024-03-17 16:30:00,31.89,0.876
2024-03-17 16:45:00,30.38,0.842
2024-03-17 17:00:00,31.84,0.808
2024-03-17 17:15:00,31.57,0.842
2024-03-17 17:30:00,32.45,0.879
2024-03-17 17:45:00,30.41,0.885
2024-03-17 18:00:00,29.66,0.755
2024-03-17 18:15:00,30.38,0.768
2024-03-17 18:30:00,31.05,0.751
2024-03-17 18:45:00,30.92,0.824
2024-03-17 19:00:00,30.51,0.815
2024-03-17 19:15:00,29.12,0.832
2024-03-17 19:30:00,31.35,0.853
2024-03-17 19:45:00,32.76,0.805
2024-03-17 20:00:00,31.39,0.781
2024-03-17 20:15:00,31.55,0.809
2024-03-17 20:30:00,31.55,0.751
2024-03-17 20:45:00,31.42,0.874
2024-03-17 21:00:00,31.96,0.808
2024-03-17 21:15:00,31.5,0.843
2024-03-17 21:30:00,30.88,0.799
2024-03-17 21:45:00,30.47,0.842
2024-03-17 22:00:00,31.03,0.831
2024-03-17 22:15:00,31.61,0.781
2024-03-17 22:30:00,31.06,0.844
2024-03-17 22:45:00,31.71,0.766
2024-03-17 23:00:00,31.88,0.822
2024-03-17 23:15:00,32.3,0.858
2024-03-17 23:30:00,32.79,0.832
2024-03-17 23:45:00,31.7,0.862
2024-03-18 00:00:00,30.84,0.791
2024-03-18 00:15:00,31.83,0.757
2024-03-18 00:30:00,32.27,0.758
2024-03-18 00:45:00,30.52,0.79
2024-03-18 01:00:00,33.71,0.811
2024-03-18 01:15:00,32.57,0.831
2024-03-18 01:30:00,32.86,0.864
2024-03-18 01:45:00,33.89,0.876
2024-03-18 02:00:00,32.0,0.854
2024-03-18 02:15:00,33.23,0.819
2024-03-18 02:30:00,32.62,0.79
2024-03-18 02:45:00,32.6,0.814
2024-03-18 03:00:00,32.07,0.791
2024-03-18 03:15:00,34.52,0.844
2024-03-18 03:30:00,32.55,0.873
2024-03-18 03:45:00,33.65,0.828
2024-03-18 04:00:00,31.14,0.757
2024-03-18 04:15:00,34.2,0.891
2024-03-18 04:30:00,34.1,0.794
2024-03-18 04:45:00,33.18,0.887
2024-03-18 05:00:00,32.87,0.872
2024-03-18 05:15:00,33.51,0.812
2024-03-18 05:30:00,35.4,0.759
2024-03-18 05:45:00,31.38,0.892
2024-03-18 06:00:00,33.91,0.849
2024-03-18 06:15:00,32.23,0.787
2024-03-18 06:30:00,33.11,0.83
2024-03-18 06:45:00,32.87,0.845
2024-03-18 07:00:00,33.73,0.784
2024-03-18 07:15:00,35.72,0.764
2024-03-18 07:30:00,36.02,0.79
2024-03-18 07:45:00,40.05,0.757
2024-03-18 08:00:00,38.24,0.857
2024-03-18 08:15:00,41.48,0.866
2024-03-18 08:30:00,40.8,0.866
2024-03-18 08:45:00,40.11,0.875
2024-03-18 09:00:00,42.14,0.944
2024-03-18 09:15:00,40.17,0.908
2024-03-18 09:30:00,42.38,0.892
2024-03-18 09:45:00,40.64,0.906
2024-03-18 10:00:00,43.08,0.851
2024-03-18 10:15:00,41.27,0.939
2024-03-18 10:30:00,41.76,0.903
2024-03-18 10:45:00,42.51,0.895
2024-03-18 11:00:00,40.91,0.944
2024-03-18 11:15:00,41.5,0.923
2024-03-18 11:30:00,39.34,0.884
2024-03-18 11:45:00,41.59,0.944
2024-03-18 12:00:00,40.36,0.935
2024-03-18 12:15:00,41.54,0.945
2024-03-18 12:30:00,38.44,0.86
2024-03-18 12:45:00,39.24,0.946
2024-03-18 13:00:00,37.86,0.904
2024-03-18 13:15:00,42.21,0.917
2024-03-18 13:30:00,41.72,0.871
2024-03-18 13:45:00,40.53,0.864
2024-03-18 14:00:00,43.0,0.858
2024-03-18 14:15:00,41.44,0.892
2024-03-18 14:30:00,41.44,0.872
2024-03-18 14:45:00,42.82,0.858
2024-03-18 15:00:00,41.02,0.946
2024-03-18 15:15:00,43.76,0.923
2024-03-18 15:30:00,41.15,0.902
2024-03-18 15:45:00,41.12,0.924
2024-03-18 16:00:00,41.21,0.911
2024-03-18 16:15:00,43.18,0.868
2024-03-18 16:30:00,41.24,0.913
2024-03-18 16:45:00,40.07,0.918
2024-03-18 17:00:00,40.71,0.874
2024-03-18 17:15:00,41.09,0.882
2024-03-18 17:30:00,39.32,0.888
2024-03-18 17:45:00,38.99,0.91
2024-03-18 18:00:00,39.66,0.769
2024-03-18 18:15:00,35.06,0.862
2024-03-18 18:30:00,34.36,0.802
2024-03-18 18:45:00,33.03,0.854
2024-03-18 19:00:00,30.7,0.89
2024-03-18 19:15:00,31.69,0.88
2024-03-18 19:30:00,32.02,0.861
2024-03-18 19:45:00,30.88,0.779
2024-03-18 20:00:00,30.04,0.86
2024-03-18 20:15:00,32.42,0.845
2024-03-18 20:30:00,31.18,0.866
2024-03-18 20:45:00,32.94,0.88
2024-03-18 21:00:00,29.25,0.797
2024-03-18 21:15:00,31.59,0.847
2024-03-18 21:30:00,33.27,0.791
2024-03-18 21:45:00,31.18,0.802
2024-03-18 22:00:00,31.36,0.828
2024-03-18 22:15:00,31.92,0.815
2024-03-18 22:30:00,31.17,0.84
2024-03-18 22:45:00,31.46,0.864
2024-03-18 23:00:00,31.5,0.841
2024-03-18 23:15:00,31.29,0.895
2024-03-18 23:30:00,33.14,0.861
2024-03-18 23:45:00,32.47,0.898
2024-03-19 00:00:00,32.34,0.862
2024-03-19 00:15:00,32.94,0.826
2024-03-19 00:30:00,31.97,0.812
2024-03-19 00:45:00,31.55,0.86
2024-03-19 01:00:00,31.78,0.853
2024-03-19 01:15:00,32.43,0.85
2024-03-19 01:30:00,31.46,0.858
2024-03-19 01:45:00,32.07,0.881
2024-03-19 02:00:00,32.11,0.784
2024-03-19 02:15:00,34.75,0.835
2024-03-19 02:30:00,30.0,0.84
2024-03-19 02:45:00,32.6,0.794
2024-03-19 03:00:00,34.53,0.898
2024-03-19 03:15:00,33.0,0.868
2024-03-19 03:30:00,33.66,0.798
2024-03-19 03:45:00,33.06,0.804
2024-03-19 04:00:00,32.33,0.858
2024-03-19 04:15:00,30.81,0.752
2024-03-19 04:30:00,33.26,0.82
2024-03-19 04:45:00,32.31,0.801
2024-03-19 05:00:00,32.3,0.878
2024-03-19 05:15:00,32.62,0.869
2024-03-19 05:30:00,34.86,0.8
2024-03-19 05:45:00,35.52,0.88
2024-03-19 06:00:00,33.35,0.887
2024-03-19 06:15:00,32.67,0.833
2024-03-19 06:30:00,31.96,0.774
2024-03-19 06:45:00,33.58,0.866
2024-03-19 07:00:00,36.0,0.798
2024-03-19 07:15:00,35.47,0.829
2024-03-19 07:30:00,34.63,0.757
2024-03-19 07:45:00,39.63,0.825
2024-03-19 08:00:00,41.61,0.888
2024-03-19 08:15:00,38.88,0.919
2024-03-19 08:30:00,41.43,0.854
2024-03-19 08:45:00,42.13,0.912
2024-03-19 09:00:00,41.79,0.927
2024-03-19 09:15:00,41.14,0.851
2024-03-19 09:30:00,43.62,0.925
2024-03-19 09:45:00,41.94,0.863
2024-03-19 10:00:00,40.6,0.92
2024-03-19 10:15:00,39.84,0.896
2024-03-19 10:30:00,43.93,0.905
2024-03-19 10:45:00,42.92,0.884
2024-03-19 11:00:00,41.99,0.875
2024-03-19 11:15:00,41.02,0.857
2024-03-19 11:30:00,40.55,0.936
2024-03-19 11:45:00,39.5,0.911
2024-03-19 12:00:00,37.84,0.948
2024-03-19 12:15:00,35.89,0.935
2024-03-19 12:30:00,37.49,0.937
2024-03-19 12:45:00,37.98,0.91
2024-03-19 13:00:00,40.73,0.858
2024-03-19 13:15:00,40.34,0.941
2024-03-19 13:30:00,41.74,0.862
2024-03-19 13:45:00,42.79,0.902
2024-03-19 14:00:00,42.78,0.936
2024-03-19 14:15:00,42.35,0.897
